vehicle_no,device_id,sim_number,depot
KA01FA1103,150221970,9987861879,Depot-24
KA01FA2066,150221726,9987857116,Depot-24
KA01FA0359,150220766,9987880596,Depot-24
KA01FA1182,150218084,9987875812,Depot-24
KA01FA0397,150220010,9987801790,Depot-24
KA01FA1568,150222811,9987783863,Depot-20
KA53F0209,150222095,9987790085,Depot-24
KA01FA1003,150218473,9987812338,Depot-15
KA01F4834,150221621,9987769182,Depot-14
KA01FA1213,150219927,9987880448,Depot-24
KA01FA1284,150218895,9987811569,Depot-15
KA01FA1136,150222861,9987784383,Depot-20
KA01FA0229,150219668,9967504553,Depot-14
KA57F0403,150220425,9967507752,Depot-20
KA57F1204,150222900,9987784532,Depot-20
KA01FA0954,150222858,9987783926,Depot-20
KA57F1343,150222139,9987784515,Depot-20
KA57F1341,150219901,9987783874,Depot-20
KA57F1353,150222841,9987785275,Depot-20
KA01FA1716,150221850,9967505675,Depot-14
KA01F4872,150220068,9967505321,Depot-14
KA01F4369,150220437,9967506107,Depot-20
KA01F3515,150220553,9987769985,Depot-14
KA01FA0296,150222114,9987783883,Depot-20
KA01F3264,150220467,9987780115,Depot-14
KA01FA0342,150222014,9987822474,Depot-20
KA01F2749,150222249,9987864240,Depot-20
KA01F3595,150220518,9987784956,Depot-20
KA57F1201,150218302,9987813742,Depot-20
KA57F1373,150219409,9987822113,Depot-20
KA01F8583,150219369,9967503878,Depot-14
KA57F0825,150220236,9967504816,Depot-14
KA01FA0069,150221007,9987780430,Depot-22
KA01F2752,150222250,9987821585,Depot-20
KA01FA0880,150220787,9987784886,Depot-20
KA50F0150,150218526,9987786074,Depot-09
KA01FA2047,150221369,9967503305,Depot-19
KA57F0477,150219795,9967503742,Depot-19
KA57F0065,150220804,9987795051,Depot-19
KA01FA0343,150221848,9967503981,Depot-19
KA01F9506,150218223,9987795661,Depot-19
KA57F0675,150220931,9967503169,Depot-19
KA57F0683,150220140,9987795457,Depot-19
KA53F0191,150221249,9967503370,Depot-19
KA01FA2186,150220999,9967503408,Depot-19
KA01FA1653,150218277,9987828891,Depot-09
KA57F1086,150218286,9967503227,Depot-19
KA01F3687,150219331,9967504126,Depot-19
KA01FA1721,150219372,9967504151,Depot-19
KA01FA1962,150220202,9987794510,Depot-19
KA01FA2147,150220535,9987807069,Depot-19
KA01F8631,150221292,9987794480,Depot-19
KA01FA1506,150220166,9967503417,Depot-19
KA01F4331,150219289,9987794475,Depot-19
KA01FA2223,150221317,9967503595,Depot-19
KA01F4796,150220146,9987795875,Depot-19
KA57F1220,150219953,9967503724,Depot-19
KA01FA2208,150221263,9987803554,Depot-19
KA57F1221,150220299,9967503392,Depot-19
KA01FA2227,150221534,9987795529,Depot-19
KA57F1219,150220244,9967504162,Depot-19
KA57F1218,150220011,9987794425,Depot-19
KA01FA1375,150219302,9967503725,Depot-19
KA01F8584,150220985,9967503293,Depot-19
KA01FA1726,150221195,9967503406,Depot-19
KA01F8715,150222238,9987795824,Depot-19
KA01FA2163,150218328,9987795808,Depot-19
KA01FA1998,150220613,9987794396,Depot-19
KA01F8880,150220723,9987795827,Depot-32
KA57F1227,150221576,9967503908,Depot-19
KA57F1223,150220193,9967503935,Depot-19
KA57F1212,150219213,9967503971,Depot-19
KA57F1215,150221866,9967503911,Depot-19
KA57F1213,150220983,9967503826,Depot-19
KA57F0463,150220720,9987783834,Depot-20
KA01FA0068,150218250,9987784408,Depot-20
KA57F1130,150220441,9987817798,Depot-20
KA01FA1319,150222844,9987784129,Depot-20
KA57F0383,150218227,9987821092,Depot-20
KA01F9537,150222274,9987822338,Depot-20
KA01F9431,150221159,9987795691,Depot-19
KA57F1079,150219706,9987820128,Depot-22
KA01F3979,150222909,9967508452,Depot-20
KA01F9414,150220339,9967503813,Depot-19
KA57F0954,150221505,9987818346,Depot-22
KA01F8935,150220590,9967503260,Depot-19
KA01F2620,150219692,9967506753,Depot-20
KA01FA0078,150222099,9987795304,Depot-19
KA57F1340,150220670,9967508414,Depot-20
KA57F1217,150220080,9967504160,Depot-19
KA57F0727,150222285,9987784763,Depot-20
KA53F0121,150222080,9987784637,Depot-20
KA01FA1723,150219326,9987828919,Depot-09
KA01F3303,150220585,9987821128,Depot-20
KA50F0042,150218320,9987795244,Depot-19
KA01FA1586,150221151,9987793147,Depot-09
KA01FA1259,150221542,9987828574,Depot-09
KA57F0516,150219253,9967505904,Depot-20
KA01F9393,150221114,9967503719,Depot-19
KA57F0398,150220743,9987794423,Depot-19
KA57F0724,150222339,9987784789,Depot-20
KA01F2563,150220594,9987783936,Depot-20
KA01F4390,150221747,9987785981,Depot-09
KA01F4667,150220237,9987795205,Depot-19
KA53F0119,150222087,9967509424,Depot-20
KA01F2701,150218243,9967508507,Depot-20
KA57F0285,150220235,9967503894,Depot-19
KA57F0179,150220615,9967504035,Depot-19
KA01F9394,150220264,9967503771,Depot-19
KA01F9413,150220249,9967503943,Depot-19
KA01FA1389,150220454,9987822172,Depot-20
KA01FA0109,150222476,9987830910,Depot-09
KA01F3648,150222023,9987784122,Depot-20
KA50F0164,150222668,9987807552,Depot-09
KA57F0999,150222173,9967508611,Depot-20
KA01F3707,150221742,9987793136,Depot-22
KA01FA0210,150222259,9987784873,Depot-20
KA01FA0122,150219474,9987827303,Depot-09
KA01F4352,150222839,9967509531,Depot-20
KA01F2762,150221338,9987795197,Depot-19
KA01FA1508,150222111,9967505928,Depot-20
KA01FA1655,150220436,9967510564,Depot-20
KA01FA0172,150222808,9967506248,Depot-20
KA01F9417,150220974,9967504118,Depot-19
KA01F4616,150222037,9987819068,Depot-22
KA57F0148,150218392,9987819062,Depot-22
KA01FA0693,150222093,9967509527,Depot-20
KA01F8735,150219718,9987819232,Depot-22
KA01F3992,150220079,9967502964,Depot-19
KA01FA0321,150222834,9987783772,Depot-20
KA01FA0147,150220633,9967509383,Depot-20
KA57F0448,150220631,9987780591,Depot-22
KA01F8851,150218285,9967503807,Depot-19
KA01FA0085,150220937,9967502966,Depot-19
KA57F1080,150222091,9987818240,Depot-22
KA57F0953,150220305,9987820971,Depot-22
KA01F4753,150222959,9987784147,Depot-20
KA50F0059,150221585,9967503709,Depot-19
KA01FA1587,150222096,9967505939,Depot-20
KA01F3587,150222329,9987794953,Depot-19
KA01F3359,150219724,9967506118,Depot-20
KA57F0671,150219827,9987818355,Depot-22
KA01F4508,150219554,9987833554,Depot-09
KA01F8752,150222724,9987793498,Depot-09
KA53F0192,150219902,9987795167,Depot-19
KA01F8870,150220622,9987796117,Depot-10
KA01F8886,150219960,9987805045,Depot-10
KA53F0126,150220218,9987794281,Depot-10
KA57F0689,150220019,9987803967,Depot-10
KA57F0731,150220327,9987795322,Depot-10
KA57F1327,150219807,9987795953,Depot-10
KA01F8906,150220686,9987803622,Depot-10
KA01F8901,150220509,9987795992,Depot-10
KA01F4660,150222000,9987796152,Depot-10
KA57F0559,150219813,9987806977,Depot-10
KA01F8893,150220474,9987795958,Depot-10
KA53F0157,150220690,9987806897,Depot-10
KA53F0022,150219825,9987794768,Depot-10
KA53F0032,150221295,9987794893,Depot-10
KA53F0021,150222076,9987803254,Depot-10
KA57F0703,150219800,9987794797,Depot-10
KA57F0691,150221720,9987806413,Depot-10
KA01F8916,150220319,9987803204,Depot-10
KA01F8905,150220788,9987803245,Depot-10
KA01F8948,150220460,9987795163,Depot-10
KA01F8873,150220550,9987794739,Depot-10
KA01F8961,150220469,9987805427,Depot-10
KA01F8902,150220421,9987806847,Depot-10
KA01F4695,150221451,9987806643,Depot-10
KA01F8959,150220537,9987795314,Depot-10
KA57F1315,150220659,9987805135,Depot-10
KA01F8933,150220000,9987794936,Depot-19
KA01FA1643,150219112,8828031185,Depot-06
KA01FA1432,150218225,8828031197,Depot-06
KA01F3638,150222709,8828031217,Depot-06
KA57F0004,150220365,8828031220,Depot-06
KA01F3688,150219117,8828028465,Depot-06
KA01F9374,150219157,8828028483,Depot-06
KA01F3901,150221537,8828028491,Depot-06
KA01F3586,150218978,8828028492,Depot-06
KA01FA0503,150221443,8828028507,Depot-06
KA01FA0993,150221402,8828028516,Depot-06
KA01FA1779,150220796,8828028519,Depot-06
KA01F4860,150219237,8828028524,Depot-06
KA01F2874,150220378,8828028523,Depot-06
KA01F4689,150219627,8828028544,Depot-12
KA01FA0955,150220283,8828028545,Depot-12
KA01F4764,150221179,8828028549,Depot-12
KA01F4706,150221201,8828028552,Depot-12
KA01F8960,150221168,9867361815,Depot-06
KA01F4416,150220241,8828028568,Depot-12
KA01FA1644,150219287,8828028572,Depot-06
KA57F0427,150221547,8828028576,Depot-12
KA01F4716,150220330,8828028578,Depot-12
KA01FA0492,150221468,8828028592,Depot-12
KA01F8674,150221444,8828028605,Depot-12
KA01FA0092,150221023,8828028613,Depot-06
KA01FA0913,150220070,8828028618,Depot-12
KA01FA0335,150221641,8828028621,Depot-12
KA01F4720,150218213,8828028644,Depot-12
KA01F4699,150218221,8828028646,Depot-12
KA53F0196,150221673,8828028654,Depot-12
KA01F9015,150219575,8828028677,Depot-12
KA01FA1792,150220392,8828030989,Depot-12
KA01F8896,150220508,8828028717,Depot-12
KA57F1265,150219853,8828031063,Depot-12
KA57F1278,150221876,8828031076,Depot-25
KA50F0107,150218129,8828031084,Depot-12
KA01F3316,150220927,9987884390,Depot-08
KA01F9020,150220936,9987884385,Depot-08
KA01FA2248,150218711,9987884364,Depot-08
KA01F3288,150221071,9987884353,Depot-08
KA01FA1575,150219422,9987884301,Depot-08
KA01F2966,150221701,9987884197,Depot-08
KA01F9439,150222393,9987884162,Depot-08
KA01FA1733,150218004,9987884014,Depot-08
KA01F9380,150221149,9987883707,Depot-08
KA01FA2191,150221293,9987883407,Depot-08
KA01FA2376,150221215,9987883397,Depot-08
KA01F8849,150219312,9987883371,Depot-08
KA01FA2080,150219195,9987883205,Depot-08
KA42F1730,150221334,9987883115,Depot-08
KA01FA1829,150221193,9987882816,Depot-08
KA57F0228,150220143,9987882441,Depot-08
KA01F9359,150220290,9987882382,Depot-08
KA57F0056,150222610,9987882303,Depot-08
KA01FA1772,150220852,9987882185,Depot-08
KA01F3421,150222733,9987882184,Depot-08
KA01F3115,150220956,9987882104,Depot-08
KA01F8724,150221979,9987881920,Depot-08
KA01FA2244,150220821,9987881840,Depot-08
KA01F9579,150219633,9987881716,Depot-08
KA01F9430,150221125,9987881657,Depot-08
KA01FA2355,150221156,9987881398,Depot-08
KA01F3065,150221112,9987881381,Depot-08
KA01F4335,150221030,9987881359,Depot-08
KA01F8664,150220815,9987880944,Depot-08
KA42F1690,150220228,9987899794,Depot-02
KA01F4633,150221521,9987899734,Depot-02
KA01FA0858,150220169,9987899652,Depot-02
KA01FA2254,150219242,9987899558,Depot-02
KA57F0415,150220564,9987899307,Depot-02
KA53F0055,150221391,9987899102,Depot-02
KA01FA0485,150221450,9987898654,Depot-02
KA01F4420,150219322,9987898627,Depot-02
KA01FA0882,150219017,9987898395,Depot-02
KA01F4904,150220935,9987833295,Depot-09
KA01FA1837,150221952,9987833149,Depot-09
KA53F0145,150222570,9987833094,Depot-09
KA01FA0310,150221793,9987832989,Depot-40
KA01FA0673,150220965,9987832746,Depot-09
KA01F4371,150222689,9987832712,Depot-09
KA57F0060,150218518,9987786858,Depot-09
KA01F4690,150221283,9987832602,Depot-09
KA01F4563,150219785,9987832242,Depot-09
KA01FA0867,150218647,9987832038,Depot-09
KA01FA0912,150218725,9987831312,Depot-09
KA57F1016,150221599,9987831074,Depot-09
KA01F3879,150219018,9987831070,Depot-09
KA53F0105,150220869,9987831041,Depot-09
KA53F0075,150222571,9987831032,Depot-09
KA01FA0698,150221926,9987830977,Depot-09
KA01FA0573,150222790,9987830962,Depot-09
KA53F0107,150219293,9987830581,Depot-09
KA53F0091,150221986,9987830562,Depot-09
KA01FA0690,150219416,9987830515,Depot-09
KA53F0096,150222490,9987830080,Depot-09
KA01FA1501,150219752,9987829862,Depot-09
KA01F3668,150221358,9987829607,Depot-09
KA01F3590,150221017,9987829565,Depot-09
KA53F0156,150222487,9987829336,Depot-09
KA57F0058,150218979,9987828861,Depot-09
KA01F8881,150218694,9987828815,Depot-09
KA01F2826,150221953,9987828457,Depot-09
KA01F3585,150221778,9987828453,Depot-09
KA01FA1714,150220807,9987828303,Depot-09
KA01FA2374,150221679,9987827501,Depot-09
KA01F4712,150218007,9987827232,Depot-09
KA01F4385,150222613,9987827138,Depot-09
KA01FA0384,150218373,9987880662,Depot-24
KA57F1452,150220247,9987879343,Depot-24
KA01F3743,150222932,9987879258,Depot-26
KA01F3757,150222382,9987879202,Depot-26
KA01F3887,150219980,9987879052,Depot-26
KA53F0182,150218103,9987877996,Depot-26
KA01F3217,150220864,9987877194,Depot-26
KA01F3798,150221563,9987876675,Depot-26
KA01F3153,150222414,9987876589,Depot-26
KA01F3792,150219297,9987876544,Depot-26
KA01F3292,150219333,9987876536,Depot-26
KA01F3172,150221424,9987876507,Depot-26
KA01F3157,150218861,9987876439,Depot-26
KA01F2638,150221378,9987876346,Depot-26
KA53F0042,150220293,9987875914,Depot-24
KA01FA0381,150222910,9987875592,Depot-24
KA01FA1534,150220489,9987869506,Depot-13
KA57F1290,150221141,9987867397,Depot-18
KA57F0505,150219871,9987866804,Depot-03
KA53F0008,150219180,9987866169,Depot-03
KA01F9467,150218294,9987826540,Depot-04
KA57F108,150218403,9987826361,Depot-04
KA01FA1193,150222687,9987826268,Depot-04
KA01FA0271,150218610,9987826043,Depot-04
KA01F4707,150222100,9987826030,Depot-04
KA01F8830,150220525,9987826019,Depot-04
KA01F4820,150220006,9987825698,Depot-33
KA01F9505,150219899,9987825688,Depot-04
KA57F1319,150220598,9987825316,Depot-04
KA01F4438,150222881,9987825243,Depot-04
KA01F3526,150222013,9987825135,Depot-04
KA01F3937,150220137,9987825113,Depot-44
KA53F0045,150222034,9987825110,Depot-15
KA01FA1330,150220679,9987825056,Depot-04
KA01FA1423,150222907,9987825042,Depot-04
KA57F0977,150222804,9987824946,Depot-04
KA01F8877,150218933,9987824649,Depot-04
KA01F8706,150218323,9987824413,Depot-04
KA57F0979,150218959,9987823931,Depot-04
KA01FA1197,150222198,9987823812,Depot-04
KA01F4892,150218447,9987823646,Depot-04
KA57F475,150218695,9987823488,Depot-04
KA01F8890,150219462,9987823453,Depot-04
KA57F0379,150222021,9987823452,Depot-04
KA01F8950,150222645,9987823423,Depot-04
KA01F8675,150222011,9987823145,Depot-04
KA57F441,150222154,9987823128,Depot-04
KA01FA1917,150222594,9987823084,Depot-04
KA01FA1591,150222386,9987823051,Depot-04
KA57F0351,150221012,9987822983,Depot-04
KA01FA0807,150218999,9987822774,Depot-29
KA57F0950,150222218,9987822723,Depot-04
KA01F9409,150218304,9987896012,Depot-02
KA01FA1271,150220713,9987896008,Depot-02
KA57F0230,150221257,9987865709,Depot-03
KA01FA1270,150220806,9987865610,Depot-03
KA57F0832,150220751,9987865578,Depot-03
KA01FA1835,150219032,9987865509,Depot-03
KA01F4692,150220362,9987865482,Depot-03
KA01FA0081,150220050,9987865271,Depot-03
KA01FA0823,150220027,9987865264,Depot-03
KA01FA0861,150222797,9987865232,Depot-03
KA01FA1244,150222421,9987865221,Depot-03
KA01FA0894,150218805,9987865144,Depot-03
KA01FA0236,150219324,9987865116,Depot-03
KA01FA0794,150219710,9987865113,Depot-03
KA01FA1876,150220771,9987865014,Depot-03
KA01F2919,150220431,9987864998,Depot-03
KA01FA0837,150221289,9987864984,Depot-03
KA01FA0011,150218271,9987864917,Depot-03
KA01FA1493,150221189,9987864798,Depot-03
KA01F4421,150222777,9987864736,Depot-08
KA01FA2044,150222065,9987864672,Depot-08
KA01F3847,150220732,9987864641,Depot-08
KA01F3033,150220600,9987864637,Depot-08
KA01F3703,150218211,9987864635,Depot-08
KA01FA1889,150221165,9987864632,Depot-08
KA01FA0611,150218309,9987864584,Depot-03
KA01FA1784,150219840,9987864350,Depot-03
KA01FA2032,150219098,9987864277,Depot-03
KA01F4905,150221638,9987864237,Depot-03
KA01FA1918,150218970,9987864176,Depot-03
KA01FA0087,150218685,9987864089,Depot-03
KA57F0306,150221464,9987864036,Depot-03
KA01F3998,150221049,9987863851,Depot-03
KA01FA1950,150221427,9987863213,Depot-28
KA57F0041,150221574,9987862830,Depot-28
KA01FA1031,150219646,9987862198,Depot-24
KA01F4299,150219562,9967485840,Depot-08
KA01FA0369,150218832,9987861757,Depot-24
KA01FA1206,150221723,9987859026,Depot-24
KA01FA2249,150221461,9987857994,Depot-08
KA01FA2180,150221964,9987857814,Depot-08
KA01F8995,150218068,9987856821,Depot-08
KA01F2449,150218827,9987856350,Depot-26
KA57F1284,150218889,9987856118,Depot-26
KA01F4648,150220745,9987855661,Depot-26
KA01F3597,150222522,9987855639,Depot-26
KA01F3664,150222663,9987854278,Depot-45
KA01F3165,150219999,9987853823,Depot-26
KA53F0130,150218751,9987853778,Depot-26
KA01F2598,150222437,9987853664,Depot-26
KA01F3400,150218206,9987852959,Depot-26
KA01F3005,150218520,9987851541,Depot-26
KA01F3156,150222407,9987850890,Depot-26
KA01F3839,150219048,9987849907,Depot-26
KA01F3831,150222499,9987849841,Depot-26
KA01F3725,150220925,9987849655,Depot-08
KA01F2586,150220881,9987849380,Depot-08
KA01FA1483,150221571,9987849376,Depot-08
KA01F9572,150219108,9987848683,Depot-08
KA01FA1964,150220878,9987848238,Depot-08
KA01F2380,150218050,9987848220,Depot-08
KA01F3870,150222532,9987848147,Depot-08
KA01F8903,150218255,9987846965,Depot-08
KA01F3770,150219040,9987846531,Depot-08
KA01FA1333,150221458,9987846360,Depot-08
KA01FA0142,150220884,9987846272,Depot-08
KA01F9309,150220873,9987845981,Depot-08
KA01FA1291,150221319,9987845344,Depot-08
KA01F3104,150221989,9987845181,Depot-08
KA01F3573,150221085,9987845147,Depot-08
KA01FA1274,150221921,9987844937,Depot-08
KA42F1689,150221073,9987844818,Depot-08
KA01F3850,150219399,9987844150,Depot-08
KA01FA0996,150218151,9987844035,Depot-43
KA01FA2242,150219930,9987844024,Depot-08
KA01FA1956,150221077,9987843654,Depot-08
KA01F3806,150221729,9987843653,Depot-08
KA01F3291,150221771,9987843342,Depot-08
KA01F8689,150221735,9987843056,Depot-08
KA01F2978,150219261,9987842743,Depot-08
KA01FA1656,150221680,9987842486,Depot-08
KA01F3046,150221975,9987842252,Depot-08
KA01F3056,150221396,9987842207,Depot-08
KA01FA1004,150221349,9987842131,Depot-08
KA01F3220,150220902,9987841875,Depot-08
KA01F3633,150221079,9987841672,Depot-08
KA57F0161,150221827,9987841392,Depot-08
KA01F3520,150219401,9987841090,Depot-08
KA01F8767,150221736,9987841014,Depot-08
KA01F9379,150220955,9987840896,Depot-08
KA57F1419,150219993,9987840731,Depot-08
KA01FA1296,150221880,9987840723,Depot-08
KA01F3880,150219138,9987840544,Depot-08
KA01F3376,150218657,9987840534,Depot-08
KA01F4453,150221457,9987840395,Depot-08
KA01FA0425,150218395,9987891589,Depot-02
KA57F0513,150219187,9987891549,Depot-34
KA57F0021,150219031,9987891078,Depot-02
KA57F1165,150218706,9987891003,Depot-02
KA01FA0550,150222779,9987890603,Depot-02
KA01F9398,150222736,9987889859,Depot-02
KA53F0049,150218426,9987889722,Depot-02
KA01FA1117,150222445,9987889534,Depot-02
KA57F0050,150218551,9987889154,Depot-02
KA01FA2169,150220702,9987887661,Depot-06
KA01F3938,150222438,9987887347,Depot-06
KA01FA0864,150222556,9987886626,Depot-06
KA57F0073,150219133,9987886167,Depot-06
KA01FA1489,150218367,9987885515,Depot-06
KA42F1668,150219036,9987885230,Depot-06
KA01F9036,150218639,9987885198,Depot-06
KA01F3834,150218833,9987884980,Depot-06
KA01FA1374,150218472,9987884569,Depot-06
KA01F8932,150219074,9987884425,Depot-06
KA01F4631,150219672,9987822135,Depot-20
KA57F0362,150221629,9987821748,Depot-20
KA01FA0299,150218053,9987821195,Depot-20
KA01F4809,150219691,9987821037,Depot-22
KA57F0100,150219783,9987820970,Depot-22
KA01F8912,150218092,9987820873,Depot-10
KA01F4351,150222870,9987820800,Depot-22
KA57F0641,150222350,9987820553,Depot-22
KA01FA2079,150222875,9987820501,Depot-22
KA01FA0658,150220488,9987820473,Depot-22
KA01FA0094,150221944,9987820415,Depot-22
KA01F4350,150222987,9987820256,Depot-22
KA57F0686,150222031,9987820139,Depot-22
KA01FA0144,150222187,9987819965,Depot-22
KA01FA0132,150220917,9987819877,Depot-22
KA01FA1289,150220668,9987819876,Depot-22
KA01FA0515,150222214,9987819821,Depot-22
KA57F0112,150221110,9987819205,Depot-22
KA57F0687,150220640,9987819031,Depot-22
KA57F0447,150222833,9987818838,Depot-22
KA01F8964,150220898,9987818833,Depot-22
KA01F8983,150222157,9987818662,Depot-22
KA57F1001,150222859,9987818649,Depot-22
KA01F8736,150222908,9987818632,Depot-22
KA57F1255,150222480,9987818569,Depot-22
KA01F8682,150222349,9987818549,Depot-22
KA53F0264,150221812,9987818409,Depot-22
KA01F4909,150221069,9987818223,Depot-22
KA01F8771,150220691,9987817874,Depot-22
KA53F0251,150222032,9987817627,Depot-22
KA01F8868,150220502,9987817519,Depot-22
KA01F4884,150220408,9987817477,Depot-22
KA01FA0391,150222204,9987817303,Depot-22
KA01FA0318,150219848,9987817265,Depot-22
KA01F3684,150218046,9987817255,Depot-10
KA01F4960,150222008,9987817216,Depot-22
KA01FA2012,150221622,9987817155,Depot-22
KA53F0195,150220709,9987782824,Depot-22
KA01F4484,150219541,9987817084,Depot-22
KA57F0535,150220465,9987817077,Depot-22
KA01FA1869,150222049,9987817043,Depot-22
KA01FA1834,150218356,9987816874,Depot-22
KA01FA0280,150220076,9987816770,Depot-22
KA57F1256,150221686,9987816733,Depot-22
KA57F0348,150222945,9987816732,Depot-22
KA57F0145,150222337,9987816696,Depot-22
KA01FA0014,150219189,9987816258,Depot-15
KA50F0183,150219769,9987812926,Depot-15
KA57F1423,150218712,9987811774,Depot-15
KA57F0345,150218740,9987810968,Depot-15
KA01FA0477,150218845,9987840293,Depot-03
KA53F0011,150220121,9987840254,Depot-03
KA01FA1195,150220724,9987839982,Depot-03
KA42F1675,150222580,9987839080,Depot-03
KA01F9031,150221324,9987838595,Depot-03
KA01FA0569,150222583,9987838339,Depot-03
KA01F4655,150218451,9987838313,Depot-03
KA01F4488,150222760,9987838002,Depot-03
KA01FA0465,150220770,9987837958,Depot-03
KA01FA2098,150222427,9987837848,Depot-03
KA01FA1774,150220012,9987837245,Depot-03
KA50F0142,150222672,9987837229,Depot-03
KA01FA2274,150222225,9987836443,Depot-03
KA57F0292,150221128,9987836370,Depot-03
KA01FA1873,150220978,9987835810,Depot-03
KA01F4885,150221711,9987835792,Depot-03
KA42F1701,150218337,9987835724,Depot-03
KA42F1702,150220663,9987835717,Depot-03
KA01FA1184,150222615,9987835479,Depot-03
KA01FA1943,150222543,9987835468,Depot-03
KA01F2640,150218594,9987835376,Depot-03
KA57F1104,150221026,9987807850,Depot-09
KA01FA0664,150222593,9987807829,Depot-09
KA01F2760,150218155,9987807795,Depot-09
KA01FA2100,150220953,9987807783,Depot-09
KA01F8966,150219395,9987807758,Depot-09
KA01FA1178,150222658,9987807085,Depot-09
KA01F9549,150218312,9987785285,Depot-20
KA01FA1588,150222960,9987785147,Depot-20
KA01FA0701,150219721,9987785135,Depot-20
KA01F8927,150222254,9987785089,Depot-20
KA01FA0507,150222341,9987785047,Depot-20
KA01FA0187,150222850,9987785019,Depot-20
KA57F0027,150220908,9987784982,Depot-20
KA57F0726,150222828,9987784941,Depot-20
KA57F0725,150222366,9987784827,Depot-20
KA57F0159,150219702,9987784806,Depot-20
KA01FA0480,150222257,9987784657,Depot-20
KA01FA0481,150220635,9987784562,Depot-20
KA57F0762,150218058,9987784544,Depot-20
KA01F4481,150222972,9987784504,Depot-20
KA01FA0668,150221170,9987784457,Depot-20
KA01FA0244,150222892,9987784015,Depot-20
KA53F0069,150222887,9987783932,Depot-04
KA01F4447,150220581,9987783917,Depot-20
KA57F0630,150220491,9987783886,Depot-20
KA01F4482,150219836,9987783864,Depot-20
KA53F0122,150218408,9987783771,Depot-20
KA01F3562,150813365,9987783696,Depot-33
KA01FA0139,150813342,9987783440,Depot-33
KA01FA0608,150814496,9987783433,Depot-33
KA01F4511,150814771,9987783426,Depot-33
KA01F4419,150813348,9987783156,Depot-33
KA01F4471,150814563,9987782789,Depot-33
KA57F0614,150813279,9987782669,Depot-33
KA01FA0628,150814456,9987782668,Depot-33
KA01F3818,150221247,9987782083,Depot-16
KA01F3252,150222302,9987782078,Depot-16
KA01F8669,150222279,9987782071,Depot-16
KA57F1322,150222925,9987781962,Depot-16
KA01F9035,150222803,9987781926,Depot-16
KA57F0261,150220115,9987781905,Depot-16
KA01F4986,150222289,9987783087,Depot-16
KA57F0450,150219746,9967545195,Depot-39
KA57F0645,150222062,9987780698,Depot-22
KA01F4744,150222915,9987780689,Depot-22
KA01F3410,150221191,9987780669,Depot-22
KA57F0461,150221666,9987780594,Depot-22
KA57F1085,150219717,9987780559,Depot-22
KA57F0537,150222949,9987780545,Depot-22
KA01F4958,150219693,9987780540,Depot-22
KA01F4743,150222852,9987780523,Depot-22
KA53F0164,150222183,9987780519,Depot-22
KA57F0110,150222890,9987780507,Depot-22
KA53F0090,150222865,9987780492,Depot-22
KA01F8548,150220328,9987780402,Depot-14
KA01FA0205,150219994,9987780273,Depot-22
KA01FA0093,150219765,9987780242,Depot-22
KA01FA0170,150221687,9987780126,Depot-22
KA01F3258,150222074,9987769936,Depot-14
KA01FA1652,150222282,9987769873,Depot-14
KA01F3200,150218675,9987769860,Depot-14
KA01FA0232,150220123,9987769785,Depot-14
KA01FA2087,150222118,9987769776,Depot-14
KA01F3375,150219674,9987769753,Depot-22
KA01FA0188,150220988,9987769742,Depot-22
KA01F3305,150220656,9987769710,Depot-22
KA01FA1783,150218336,9987769667,Depot-22
KA01F3564,150220582,9987769664,Depot-22
KA01F3583,150221126,9987769646,Depot-22
KA01FA2175,150222306,9987769643,Depot-14
KA01FA2189,150222252,9987769600,Depot-14
KA01FA2167,150222264,9987769581,Depot-14
KA01F3171,150222063,9987769568,Depot-14
KA01F8653,150219204,9987769489,Depot-14
KA01FA0186,150220428,9987769426,Depot-14
KA01F3473,150220486,9987769422,Depot-14
KA01F8623,150220510,9987769411,Depot-14
KA53F0064,150222326,9987769947,Depot-14
KA01FA2301,150219857,9987769346,Depot-14
KA57F0536,150222978,9987769339,Depot-22
KA01F8907,150219543,9987769334,Depot-22
KA42F1691,150220366,9987769322,Depot-22
KA01FA0649,150220731,9987769266,Depot-22
KA01FA0131,150219981,9987769264,Depot-22
KA01F3835,150221657,9987769189,Depot-14
KA53F0184,150221568,9987769183,Depot-22
KA01FA0716,150221772,9987769124,Depot-22
KA01FA0657,150222835,9987769118,Depot-22
KA01FA2204,150221925,9987769068,Depot-14
KA01FA2060,150218240,9987769066,Depot-14
KA57F1002,150221811,9987769064,Depot-14
KA01FA1958,150220513,9987769033,Depot-14
KA01F4980,150220034,9987769024,Depot-22
KA01F3050,150220084,9987769023,Depot-14
KA01FA1546,150220794,9987768997,Depot-22
KA01F2613,150220343,9987768948,Depot-14
KA01F3055,150222365,9987768893,Depot-14
KA53F0048,150221823,9987768835,Depot-14
KA01FA0703,150219943,9987768791,Depot-22
KA01F3830,150220347,9987768746,Depot-29
KA01FA0528,150218687,9987768632,Depot-29
KA01FA1130,150218601,9987768624,Depot-29
KA01FA0423,150219810,9987768503,Depot-29
KA01FA0808,150218903,9987768354,Depot-29
KA01FA0637,150222799,9987767934,Depot-29
KA01FA0499,150220511,9987767638,Depot-29
KA01FA0403,150218254,9987767543,Depot-29
KA01F3610,150222042,9987767427,Depot-06
KA01F2308,150218948,9987767363,Depot-29
