vehicle_no,schedule_no,sim_number,depot,last_inserted_tm
KA01F3872,263A/2,9987769330,Depot-22,2016-10-20 11:00:11
KA01F4617,263C/1,9987785492,Depot-09,2016-10-20 11:00:07
KA01FA2350,263D/1,9987793327,Depot-09,2016-10-20 11:00:05
KA01FA0573,263E/1,9987830962,Depot-09,2016-10-20 11:00:06
KA01F3809,263K/1,9967552643,Depot-31,2016-10-20 11:00:11
KA57F0641,264/2,9987820553,Depot-22,2016-10-20 11:00:06
KA53F0264,264A/2,9987818409,Depot-22,2016-10-20 11:00:06
KA01F8682,264A/3,9987818549,Depot-22,2016-10-20 11:00:06
KA01F4390,264A/4,9987785981,Depot-09,2016-10-20 11:00:06
KA57F1085,265/10,9987780559,Depot-22,2016-10-20 11:00:06
KA01FA1002,265/11,9987881368,Depot-08,2016-10-20 11:00:06
KA57F0515,265/12,9987797702,Depot-35,2016-10-20 11:00:09
KA01FA0069,265/13,9987780430,Depot-22,2016-10-20 11:00:06
KA53F0260,265/14,9967504748,Depot-22,2016-10-20 11:00:11
KA01F8984,265/15,9967504347,Depot-22,2016-10-20 11:00:07
KA53F0195,265/1,9987782824,Depot-22,2016-10-20 11:00:06
KA57F0148,265/2,9987819062,Depot-22,2016-10-20 11:00:06
KA57F0645,265/3,9987780698,Depot-22,2016-10-20 11:00:06
KA01F2760,265/4,9987807795,Depot-09,2016-10-20 11:00:06
KA01FA0706,265/5,9967505711,Depot-22,2016-10-20 11:00:07
KA57F1080,265/6,9987818240,Depot-22,2016-10-20 11:00:06
KA57F0745,265/8,9987817206,Depot-22,2016-10-20 11:00:07
KA01F4350,265/9,9987820256,Depot-22,2016-10-20 11:00:06
KA57F0100,265A/11,9987820970,Depot-22,2016-10-20 11:00:06
KA01F3583,265A/12,9987769646,Depot-22,2016-10-20 11:00:07
KA01F2987,265A/13,9987798426,Depot-35,2016-10-20 11:00:09
KA57F0537,265A/1,9987780545,Depot-22,2016-10-20 11:00:06
KA57F0145,265A/2,9987816696,Depot-22,2016-10-20 11:00:06
KA01FA0663,265A/3,9987829189,Depot-09,2016-10-20 11:00:05
KA57F0539,265A/4,9987828773,Depot-09,2016-10-20 11:00:05
KA57F0538,265A/5,9987807904,Depot-09,2016-10-20 11:00:07
KA57F0521,265A/6,9987832463,Depot-09,2016-10-20 11:00:05
KA01F4847,265A/7,9987786524,Depot-09,2016-10-20 11:00:07
KA01FA0392,265A/8,9967504722,Depot-22,2016-10-20 11:00:07
KA53F0090,265A/9,9987780492,Depot-22,2016-10-20 11:00:07
KA57F0671,265D/1,9987818355,Depot-22,2016-10-20 11:00:06
KA57F0415,266/2,9987899307,Depot-02,2016-10-20 11:00:06
KA01FA0242,266A/1,9987849944,Depot-26,2016-10-20 11:00:07
KA57F0070,266B/1,9987899668,Depot-02,2016-10-20 11:00:05
KA01FA0563,266C/1,9987785969,Depot-02,2016-10-20 11:00:11
KA57F0391,266D/1,9987891179,Depot-02,2016-10-20 11:00:06
KA53F0257,266E/1,9967503453,Depot-22,2016-10-20 11:00:07
KA57F1069,266F/1,9967503117,Depot-22,2016-10-20 11:00:07
KA01FA0727,266G/1,9967464404,Depot-30,2016-10-20 11:00:09
KA01F9018,266J/1,9987854491,Depot-26,2016-10-20 11:00:07
KA01FA2168,266K/1,9987882248,Depot-08,2016-10-20 11:00:07
KA01FA0504,266M/1,9987785805,Depot-30,2016-10-20 11:00:11
KA01FA1830,266N/1,9987845536,Depot-08,2016-10-20 11:00:06
KA01F3895,266Q/1,9987848818,Depot-08,2016-10-20 11:00:10
KA01F3909,266R/1,9967460128,Depot-30,2016-10-20 11:00:09
KA01F3756,266T/2,9987884271,Depot-08,2016-10-20 11:00:08
KA01FA2368,266T/3,9987883392,Depot-08,2016-10-20 11:00:08
KA01FA0153,267/1,9967503022,Depot-22,2016-10-20 11:00:07
KA01FA1216,268/1,9987836532,Depot-03,2016-10-20 11:00:05
KA57F0425,269/1,9987827352,Depot-09,2016-10-20 11:00:06
KA50F0099,269/2,9967467697,Depot-11,2016-10-20 11:00:09
KA01F3861,269A/1,9987791647,Depot-26,2016-10-20 11:00:07
KA57F0348,269B/3,9987816732,Depot-22,2016-10-20 11:00:06
KA01FA1822,27/1,9967505694,Depot-04,2016-10-20 11:00:10
KA57F0171,27/2,9987889800,Depot-02,2016-10-20 11:00:05
KA01F3410,270/2,9987780669,Depot-22,2016-10-20 11:00:06
KA01F8881,270/3,9987828815,Depot-09,2016-10-20 11:00:06
KA57F1152,270/4,9987827846,Depot-09,2016-10-20 11:00:05
KA01F4980,270/5,9987769024,Depot-22,2016-10-20 11:00:07
KA01F8907,270A/1,9987769334,Depot-22,2016-10-20 11:00:07
KA01F8946,270A/2,9987820107,Depot-22,2016-10-20 11:00:11
KA57F0540,270D/2,9987793577,Depot-09,2016-10-20 11:00:05
KA57F1474,270E/2,9987852321,Depot-26,2016-10-20 11:00:07
KA01F4616,270HA/2,9987819068,Depot-22,2016-10-20 11:00:06
KA01F8725,270HA/3,9987824635,Depot-04,2016-10-20 11:00:05
KA57F0833,270S/1,9987864748,Depot-03,2016-10-20 11:00:05
KA01F8770,271/1,9967543759,Depot-31,2016-10-20 11:00:08
KA01F3785,271A/1,9987881645,Depot-08,2016-10-20 11:00:06
KA01FA0391,271A/2,9987817303,Depot-22,2016-10-20 11:00:06
KA01FA0280,271A/3,9987816770,Depot-22,2016-10-20 11:00:06
KA01FA1564,271A/4,9987785520,Depot-22,2016-10-20 11:00:10
KA01F4854,271B/1,9987786803,Depot-09,2016-10-20 11:00:09
KA01F4803,271B/2,9987839805,Depot-22,2016-10-20 11:00:10
KA01FA1795,271C/1,9987831617,Depot-09,2016-10-20 11:00:05
KA01F3743,271C/2,9987879258,Depot-26,2016-10-20 11:00:06
KA01F4678,271D/1,9987807832,Depot-09,2016-10-20 11:00:09
KA01F4808,271D/3,9987829460,Depot-09,2016-10-20 11:00:05
KA01FA1790,271E/1,9987808709,Depot-11,2016-10-20 11:00:09
KA01FA0311,271F/1,9967504593,Depot-22,2016-10-20 11:00:07
KA57F1155,271F/2,9987807248,Depot-09,2016-10-20 11:00:07
KA01F3636,271G/1,9967503528,Depot-22,2016-10-20 11:00:07
KA57F1515,271K/2,9987848478,Depot-08,2016-10-20 11:00:09
KA01F8557,271N/1,9987790221,Depot-26,2016-10-20 11:00:07
KA01F3292,271P/1,9987876536,Depot-26,2016-10-20 11:00:06
KA01F3217,271Q/1,9987877194,Depot-26,2016-10-20 11:00:06
KA01F3288,271Q/2,9987884353,Depot-08,2016-10-20 11:00:06
KA01F3667,271Q/3,9987881217,Depot-08,2016-10-20 11:00:06
KA01F3211,271Q/4,9987853202,Depot-26,2016-10-20 11:00:07
KA01F3798,271R/1,9987876675,Depot-26,2016-10-20 11:00:06
KA01F2380,271R/2,9987848220,Depot-08,2016-10-20 11:00:06
KA01F3837,271R/3,9987882745,Depot-08,2016-10-20 11:00:06
KA57F1604,271R/4,9987853765,Depot-26,2016-10-20 11:00:09
KA57F1610,271R/5,9987855174,Depot-26,2016-10-20 11:00:09
KA01F3753,271T/1,9987781420,Depot-08,2016-10-20 11:00:10
KA01F3765,271T/2,9987846770,Depot-08,2016-10-20 11:00:07
KA01F3771,271TA/1,9987848392,Depot-08,2016-10-20 11:00:06
KA01F3603,272E/1,9987884309,Depot-08,2016-10-20 11:00:10
KA01FA0091,273/1,9967505612,Depot-22,2016-10-20 11:00:11
KA01FA0174,273/3,9987793592,Depot-09,2016-10-20 11:00:09
KA01F8776,273/4,9987785994,Depot-09,2016-10-20 11:00:07
KA01FA1450,273/5,9987790667,Depot-26,2016-10-20 11:00:07
KA53F0273,273/6,9987807437,Depot-09,2016-10-20 11:00:05
KA01F4486,273/9,9987793310,Depot-09,2016-10-20 11:00:06
KA53F0075,273B/1,9987831032,Depot-09,2016-10-20 11:00:06
KA01FA2304,273B/2,9987820467,Depot-22,2016-10-20 11:00:10
KA01F4444,273B/3,9987866530,Depot-03,2016-10-20 11:00:10
KA01F4493,273C/10,9987829206,Depot-09,2016-10-20 11:00:05
KA01FA1504,273C/11,9987807553,Depot-09,2016-10-20 11:00:05
KA53F0067,273C/1,9987830135,Depot-09,2016-10-20 11:00:06
KA01FA0996,273C/2,9987844035,Depot-08,2016-10-20 11:00:06
KA01FA1754,273C/3,9987793130,Depot-09,2016-10-20 11:00:05
KA01FA1147,273C/4,9987817512,Depot-22,2016-10-20 11:00:11
KA01F4399,273C/5,9987828410,Depot-09,2016-10-20 11:00:05
KA01F9024,273C/6,9967544804,Depot-09,2016-10-20 11:00:10
KA53F0102,273C/7,9987785651,Depot-09,2016-10-20 11:00:05
KA01F4371,273C/8,9987832712,Depot-09,2016-10-20 11:00:06
KA01F8752,273C/9,9987793498,Depot-09,2016-10-20 11:00:06
KA01FA0331,273F/1,9967505221,Depot-22,2016-10-20 11:00:07
KA01FA0282,273F/2,9967504925,Depot-22,2016-10-20 11:00:07
KA01F4846,273H/2,9967503858,Depot-22,2016-10-20 11:00:07
KA01FA0181,273J/1,9987792993,Depot-09,2016-10-20 11:00:07
KA01F2966,275B/4,9987884197,Depot-08,2016-10-20 11:00:06
KA01FA1837,275C/3,9987833149,Depot-09,2016-10-20 11:00:06
KA01F4775,276/10,9987854766,Depot-26,2016-10-20 11:00:08
KA53F0211,276/11,9967461791,Depot-30,2016-10-20 11:00:09
KA57F0407,276/12,9987876546,Depot-26,2016-10-20 11:00:07
KA01F9535,276/13,9967561652,Depot-11,2016-10-20 11:00:09
KA01F4361,276/14,9967556127,Depot-30,2016-10-20 11:00:10
KA01FA1656,276/16,9987842486,Depot-08,2016-10-20 11:00:06
KA01F9524,276/17,9967561370,Depot-11,2016-10-20 11:00:09
KA01F9491,276/18,9967558651,Depot-11,2016-10-20 11:00:09
KA01F4443,276/19,9987863865,Depot-30,2016-10-20 11:00:10
KA01F4440,276/1,9987781796,Depot-30,2016-10-20 11:00:09
KA01F8692,276/20,9967460789,Depot-30,2016-10-20 11:00:09
KA53F0003,276/21,9987884192,Depot-08,2016-10-20 11:00:07
KA42F1705,276/23,9987847415,Depot-08,2016-10-20 11:00:05
KA01FA1274,276/24,9987844937,Depot-08,2016-10-20 11:00:06
KA53F0020,276/25,9987858232,Depot-08,2016-10-20 11:00:10
KA01F4299,276/26,9967485840,Depot-08,2016-10-20 11:00:06
KA57F0161,276/27,9987841392,Depot-08,2016-10-20 11:00:06
KA53F0063,276/28,9987890816,Depot-02,2016-10-20 11:00:05
KA53F0140,276/2,9967560571,Depot-30,2016-10-20 11:00:08
KA01F9520,276/3,9987791521,Depot-26,2016-10-20 11:00:05
KA01F9429,276/4,9967484202,Depot-08,2016-10-20 11:00:10
KA01FA1668,276/6,9987876620,Depot-26,2016-10-20 11:00:11
KA57F0740,276/7,9987789514,Depot-11,2016-10-20 11:00:10
KA01F4985,276/8,9987782295,Depot-30,2016-10-20 11:00:09
KA01F9359,276/9,9987882382,Depot-08,2016-10-20 11:00:06
KA01F8847,276A/1,9987883504,Depot-08,2016-10-20 11:00:06
KA57F0732,276A/2,9987856401,Depot-26,2016-10-20 11:00:07
KA01F8726,276A/4,9987791494,Depot-26,2016-10-20 11:00:07
KA01F4693,276A/5,9967462154,Depot-30,2016-10-20 11:00:11
KA01F4636,276B/2,9987853153,Depot-26,2016-10-20 11:00:07
KA01FA0253,276C/1,9987879218,Depot-26,2016-10-20 11:00:10
KA57F1605,276C/2,9987881171,Depot-08,2016-10-20 11:00:09
KA01F3921,276D/1,9987883697,Depot-08,2016-10-20 11:00:10
KA01FA2244,276E/1,9987881840,Depot-08,2016-10-20 11:00:06
KA57F1419,276E/2,9987840731,Depot-08,2016-10-20 11:00:06
KA01F8854,276K/1,9987853628,Depot-26,2016-10-20 11:00:08
KA53F0233,276N/2,9987797165,Depot-33,2016-10-20 11:00:07
KA01F3541,276P/1,9967461270,Depot-30,2016-10-20 11:00:09
KA01F3551,277/1,9967460427,Depot-30,2016-10-20 11:00:09
KA01F3792,278/2,9987876544,Depot-26,2016-10-20 11:00:06
KA01FA2118,278B/1,9987868452,Depot-14,2016-10-20 11:00:11
KA01FA2323,278E/1,9967545320,Depot-23,2016-10-20 11:00:10
KA01FA2375,278E/3,9967556267,Depot-14,2016-10-20 11:00:10
KA53F0114,278E/4,9987876754,Depot-26,2016-10-20 11:00:07
KA01FA1516,278E/5,9967545758,Depot-08,2016-10-20 11:00:10
KA01F3856,278E/6,9987877203,Depot-26,2016-10-20 11:00:08
KA01FA1906,278E/7,9967504983,Depot-14,2016-10-20 11:00:07
KA01FA2387,278E/8,9967505756,Depot-14,2016-10-20 11:00:10
KA01F3366,278K/1,9967504310,Depot-14,2016-10-20 11:00:07
KA01F2978,279/1,9987842743,Depot-08,2016-10-20 11:00:06
KA53F0212,279/2,9967505230,Depot-14,2016-10-20 11:00:07
KA01F4368,279A/1,9987791522,Depot-26,2016-10-20 11:00:07
KA01FA2080,279A/4,9987883205,Depot-08,2016-10-20 11:00:06
KA57F1268,279E/1,9967463069,Depot-30,2016-10-20 11:00:09
KA01F3172,279E/2,9987876507,Depot-26,2016-10-20 11:00:06
KA01F8653,279E/4,9987769489,Depot-14,2016-10-20 11:00:07
KA01F3033,279E/5,9987864637,Depot-08,2016-10-20 11:00:06
KA01F3917,279E/7,9967484538,Depot-08,2016-10-20 11:00:11
KA01FA0300,279E/9,9987882989,Depot-08,2016-10-20 11:00:06
KA01F4366,279F/1,9867333570,Depot-20,2016-10-20 11:00:10
KA01F3823,279H/1,9987790024,Depot-26,2016-10-20 11:00:07
KA01FA1543,279H/2,9967556245,Depot-30,2016-10-20 11:00:09
KA57F0977,279J/1,9987824946,Depot-04,2016-10-20 11:00:06
KA50F0065,279K/1,8828031026,Depot-23,2016-10-20 11:00:10
KA57F0446,27A/1,9987889985,Depot-02,2016-10-20 11:00:05
KA53F0062,27E/1,9987788146,Depot-04,2016-10-20 11:00:07
KA01F9427,27E/2,9987899511,Depot-02,2016-10-20 11:00:05
KA01FA0858,27E/3,9987899652,Depot-02,2016-10-20 11:00:06
KA42F1675,28/1,9987839080,Depot-03,2016-10-20 11:00:06
KA53F0151,280/1,9967460121,Depot-11,2016-10-20 11:00:10
KA01FA0303,280A/1,9967556530,Depot-30,2016-10-20 11:00:09
KA01F3312,280A/2,9987808119,Depot-11,2016-10-20 11:00:09
KA50F0212,280A/3,9987789484,Depot-11,2016-10-20 11:00:10
KA01FA1238,280C/1,9967493050,Depot-11,2016-10-20 11:00:09
KA01FA0814,280E/1,9967556865,Depot-30,2016-10-20 11:00:09
KA01FA1331,280F/1,9967475771,Depot-11,2016-10-20 11:00:09
KA57F0251,280F/2,9967474165,Depot-11,2016-10-20 11:00:09
KA57F0438,280F/3,9987803265,Depot-39,2016-10-20 11:00:07
KA01FA0089,280F/4,9967552181,Depot-30,2016-10-20 11:00:08
KA01FA1434,280K/1,9967463974,Depot-30,2016-10-20 11:00:08
KA01FA0752,280L/1,9967462153,Depot-30,2016-10-20 11:00:09
KA01FA0067,281/1,9967556126,Depot-30,2016-10-20 11:00:09
KA01FA0748,281A/1,9967462660,Depot-30,2016-10-20 11:00:10
KA53F0161,281C/1,9987809504,Depot-11,2016-10-20 11:00:09
KA01FA0124,281F/1,9987810442,Depot-11,2016-10-20 11:00:09
KA01FA0510,281G/1,9987839082,Depot-30,2016-10-20 11:00:10
KA01FA0569,282/1,9987838339,Depot-03,2016-10-20 11:00:06
KA01FA0691,282A/1,9987809895,Depot-11,2016-10-20 11:00:09
KA50F0046,282A/2,8828031227,Depot-30,2016-10-20 11:00:11
KA01FA0535,282B/1,9967487932,Depot-11,2016-10-20 11:00:09
KA01FA0747,282B/2,9967557703,Depot-30,2016-10-20 11:00:09
KA57F1253,282C/1,9967557839,Depot-30,2016-10-20 11:00:08
KA01FA1862,282D/1,9987809734,Depot-11,2016-10-20 11:00:09
KA01FA0792,282F/1,9967556877,Depot-30,2016-10-20 11:00:10
KA01FA1446,282G/1,9987808870,Depot-11,2016-10-20 11:00:09
KA57F0495,282H/1,9987833720,Depot-11,2016-10-20 11:00:09
KA01FA0730,283/1,9967556386,Depot-30,2016-10-20 11:00:09
KA01FA0911,283A/1,9987782237,Depot-30,2016-10-20 11:00:09
KA01FA0813,283B/1,9967556995,Depot-30,2016-10-20 11:00:09
KA01FA0610,283D/1,9967552392,Depot-11,2016-10-20 11:00:09
KA57F1084,283E/1,9987810753,Depot-11,2016-10-20 11:00:09
KA53F0171,284/1,9967482746,Depot-11,2016-10-20 11:00:09
KA01F8679,284/2,9967463098,Depot-30,2016-10-20 11:00:08
KA01F8860,284/5,8494930821,Depot-11,2016-10-20 11:00:04
KA57F0368,284/6,9967501768,Depot-11,2016-10-20 11:00:09
KA01FA1257,284/7,9967486933,Depot-11,2016-10-20 11:00:09
KA53F0255,284A/1,9987810568,Depot-11,2016-10-20 11:00:09
KA01FA1443,284A/3,9967460371,Depot-30,2016-10-20 11:00:08
KA01F4290,284D/11 ,9967542701,Depot-11,2016-10-20 11:00:09
KA01FA1521,284D/12,9987864384,Depot-30,2016-10-20 11:00:10
KA53F0159,284D/14,9967461345,Depot-30,2016-10-20 11:00:08
KA01FA1471,284D/16,9987769347,Depot-30,2016-10-20 11:00:09
KA57F1258,284D/17,9967547116,Depot-11,2016-10-20 11:00:09
KA01FA1863,284D/18,9967552241,Depot-30,2016-10-20 11:00:08
KA57F1259,284D/1,9967468337,Depot-11,2016-10-20 11:00:09
KA01F4487,284D/2,9987810183,Depot-11,2016-10-20 11:00:09
KA01F3607,284D/3,9967487107,Depot-11,2016-10-20 11:00:09
KA01FA1898,284D/4,9967546908,Depot-11,2016-10-20 11:00:09
KA57F0545,284D/6,9967541510,Depot-11,2016-10-20 11:00:09
KA01FA2024,284D/7,9967473789,Depot-11,2016-10-20 11:00:09
KA57F1055,284D/8,9987809411,Depot-11,2016-10-20 11:00:09
KA57F1057,284E/1,9967547136,Depot-11,2016-10-20 11:00:09
KA01FA0086,284G/1,9967502884,Depot-11,2016-10-20 11:00:09
KA01FA0394,284H/1,9987782706,Depot-33,2016-10-20 11:00:07
KA57F1072,285/1,9967487540,Depot-11,2016-10-20 11:00:09
KA01FA0546,285/2,9967553107,Depot-11,2016-10-20 11:00:09
KA01FA1718,285A/1,9987809692,Depot-11,2016-10-20 11:00:09
KA01FA1826,285AA/1,9967460522,Depot-30,2016-10-20 11:00:09
KA01FA0010,285B/1,9967542029,Depot-11,2016-10-20 11:00:09
KA01FA0513,285B/2,9967541748,Depot-11,2016-10-20 11:00:09
KA01FA0314,285C/1,9967550191,Depot-46,2016-10-20 11:00:09
KA50F0083,285CA/1,9987810658,Depot-46,2016-10-20 11:00:09
KA01FA0064,285CB/1,9967486958,Depot-30,2016-10-20 11:00:09
KA50F0104,285CC/1,9967487651,Depot-46,2016-10-20 11:00:10
KA01FA0877,285D/1,9967557724,Depot-46,2016-10-20 11:00:09
KA01FA0787,285DA/1,8828031324,Depot-30,2016-10-20 11:00:10
KA01FA0215,285E/1,9967556426,Depot-30,2016-10-20 11:00:09
KA01FA0736,285F/1,9967557303,Depot-46,2016-10-20 11:00:09
KA01FA0732,285G/1,9987862350,Depot-46,2016-10-20 11:00:10
KA01FA0878,285H/1,9987809561,Depot-11,2016-10-20 11:00:09
KA01FA1518,285J/1,9967491519,Depot-11,2016-10-20 11:00:09
KA01FA0677,285JB/1,9967467543,Depot-30,2016-10-20 11:00:09
KA01FA0601,285JC/1,9967464383,Depot-46,2016-10-20 11:00:09
KA01FA0746,285JE/1,9967464482,Depot-30,2016-10-20 11:00:08
KA57F0304,285K/1,9987808428,Depot-11,2016-10-20 11:00:09
KA01FA0613,285KA/1,9987863895,Depot-30,2016-10-20 11:00:10
KA01FA1373,285L/1,9987809518,Depot-46,2016-10-20 11:00:09
KA01FA1921,285M/10,9987833585,Depot-11,2016-10-20 11:00:09
KA01FA1919,285M/11,9967461802,Depot-30,2016-10-20 11:00:09
KA01FA1523,285M/12,9967471627,Depot-11,2016-10-20 11:00:09
KA01FA1565,285M/13,9987809510,Depot-11,2016-10-20 11:00:09
KA01FA1840,285M/14,9967502900,Depot-11,2016-10-20 11:00:09
KA57F0567,285M/16,9987809063,Depot-11,2016-10-20 11:00:09
KA57F0741,285M/17,9967501797,Depot-11,2016-10-20 11:00:09
KA57F0270,285M/18,9987891186,Depot-02,2016-10-20 11:00:05
KA01FA1581,285M/1,9987808626,Depot-11,2016-10-20 11:00:09
KA01FA1940,285M/20,9987899632,Depot-02,2016-10-20 11:00:05
KA57F0376,285M/2,9987782209,Depot-30,2016-10-20 11:00:09
KA01FA1498,285M/3,9967456763,Depot-11,2016-10-20 11:00:09
KA01FA2033,285M/4,9967556658,Depot-30,2016-10-20 11:00:09
KA01FA2046,285M/6,9987834164,Depot-11,2016-10-20 11:00:09
KA01FA0988,285M/7,9967550081,Depot-30,2016-10-20 11:00:09
KA57F0149,285M/8,9987808890,Depot-11,2016-10-20 11:00:09
KA01FA1631,285M/9,9967460893,Depot-30,2016-10-20 11:00:09
KA01FA0995,285MA/10,9967557582,Depot-30,2016-10-20 11:00:09
KA01FA0897,285MA/11,9967554498,Depot-30,2016-10-20 11:00:09
KA01FA1991,285MA/12,9967467378,Depot-30,2016-10-20 11:00:09
KA53F0193,285MA/13,9987855697,Depot-26,2016-10-20 11:00:07
KA01F9474,285MA/14,9987855335,Depot-26,2016-10-20 11:00:07
KA57F0118,285MA/1,9987899564,Depot-02,2016-10-20 11:00:09
KA01FA1784,285MA/2,9987864350,Depot-03,2016-10-20 11:00:06
KA01FA1474,285MA/3,9967547291,Depot-11,2016-10-20 11:00:09
KA01FA1481,285MA/4,9967468328,Depot-11,2016-10-20 11:00:09
KA01FA1558,285MA/5,9987808571,Depot-11,2016-10-20 11:00:09
KA01FA1977,285MA/6,9967556021,Depot-30,2016-10-20 11:00:09
KA01FA1556,285MA/7,9967467359,Depot-30,2016-10-20 11:00:08
KA01FA1641,285MA/8,9967460527,Depot-30,2016-10-20 11:00:09
KA01FA1944,285MA/9,9967550167,Depot-30,2016-10-20 11:00:09
KA01FA0221,285MC/1,9987834324,Depot-11,2016-10-20 11:00:09
KA57F1257,285MC/2,9967483210,Depot-11,2016-10-20 11:00:09
KA01FA2069,285MC/3,9967462708,Depot-30,2016-10-20 11:00:10
KA01FA0896,285MC/4,9967549862,Depot-30,2016-10-20 11:00:09
KA01F3952,285MC/5,9967556396,Depot-30,2016-10-20 11:00:10
KA50F0081,285ME/1,9987810621,Depot-46,2016-10-20 11:00:09
KA01FA1787,285ME/2,9967560192,Depot-30,2016-10-20 11:00:08
KA01FA0177,285MF/2,9967557797,Depot-46,2016-10-20 11:00:09
KA53F0223,285MF/3,9967556240,Depot-30,2016-10-20 11:00:09
KA50F0098,285MG/1,9967460518,Depot-46,2016-10-20 11:00:09
KA01FA1628,285MK/3,9987865240,Depot-03,2016-10-20 11:00:10
KA01FA0057,285MP/1,9987782210,Depot-46,2016-10-20 11:00:10
KA01FA0840,285N/1,9987855898,Depot-30,2016-10-20 11:00:10
KA01FA1605,285P/1,9967492938,Depot-46,2016-10-20 11:00:09
KA53F0227,285R/1,9967504135,Depot-46,2016-10-20 11:00:10
KA01FA0261,285RB/1,9967556303,Depot-30,2016-10-20 11:00:09
KA53F0148,285T/1,9967491719,Depot-11,2016-10-20 11:00:09
KA01FA0590,285V/1,9967549848,Depot-30,2016-10-20 11:00:09
KA01FA1468,285W/1,9987781307,Depot-30,2016-10-20 11:00:10
KA53F0224,285X/1,9967554997,Depot-30,2016-10-20 11:00:09
KA01FA0666,285Y/1,9967556645,Depot-30,2016-10-20 11:00:09
KA57F1050,286/1,9967488229,Depot-11,2016-10-20 11:00:09
KA01FA0843,286/3,9967554938,Depot-30,2016-10-20 11:00:10
KA01FA1673,286A/1,9987781277,Depot-30,2016-10-20 11:00:11
KA53F0014,286A/2,9967556533,Depot-30,2016-10-20 11:00:09
KA01FA0726,286B/2,9967460093,Depot-30,2016-10-20 11:00:10
KA01F9536,286D/1,9967487821,Depot-11,2016-10-20 11:00:09
KA57F0510,286D/2,9967472559,Depot-11,2016-10-20 11:00:09
KA01FA0103,286E/1,9967461862,Depot-30,2016-10-20 11:00:09
KA01F3031,286F/1,9967552037,Depot-23,2016-10-20 11:00:10
KA01F9422,286F/2,9987806788,Depot-10,2016-10-20 11:00:07
KA01FA0689,286G/1,9967549879,Depot-30,2016-10-20 11:00:09
KA01FA0141,286H/1,9967484391,Depot-30,2016-10-20 11:00:08
KA01F4491,287A/1,9987898975,Depot-02,2016-10-20 11:00:11
KA01FA1123,287A/3,9987891603,Depot-02,2016-10-20 11:00:05
KA01FA0793,287C/1,9967462676,Depot-30,2016-10-20 11:00:09
KA01FA1981,287E/1,9967504910,Depot-14,2016-10-20 11:00:07
KA01F3214,287F/1,9987877361,Depot-26,2016-10-20 11:00:09
KA53F0036,287H/1,9967557785,Depot-30,2016-10-20 11:00:09
KA57F0952,287J/2,9967505848,Depot-14,2016-10-20 11:00:06
KA01FA0097,287K/1,9967464594,Depot-30,2016-10-20 11:00:09
KA01FA0254,287L/1,9967558765,Depot-11,2016-10-20 11:00:09
KA01FA0865,287M/1,9987866089,Depot-03,2016-10-20 11:00:10
KA01F4425,287N/1,9967551131,Depot-23,2016-10-20 11:00:11
KA01F3171,287P/1,9987769568,Depot-14,2016-10-20 11:00:07
KA01FA1629,287R/1,9967503845,Depot-14,2016-10-20 11:00:06
KA01F8694,287T/1,9987790087,Depot-26,2016-10-20 11:00:07
KA01FA0518,288/1,9987834110,Depot-11,2016-10-20 11:00:09
KA01F9425,288/2,9967483092,Depot-11,2016-10-20 11:00:09
KA01F4862,288/4,9987769385,Depot-30,2016-10-20 11:00:10
KA01F4819,288/6,9967557536,Depot-30,2016-10-20 11:00:09
KA01F3515,288A/1,9987769985,Depot-14,2016-10-20 11:00:06
KA01F4560,288A/3,9987809047,Depot-11,2016-10-20 11:00:09
KA57F1019,288A/4,9967487362,Depot-11,2016-10-20 11:00:09
KA57F1126,288B/1,9987855859,Depot-26,2016-10-20 11:00:07
KA01FA0737,288C/1,9967552396,Depot-11,2016-10-20 11:00:10
KA57F1132,288D/1,9967487596,Depot-11,2016-10-20 11:00:09
KA01FA0112,288D/2,9967472569,Depot-11,2016-10-20 11:00:09
KA01FA0333,288D/3,9967556975,Depot-30,2016-10-20 11:00:09
KA01FA0319,288D/4-Weekday,9987863874,Depot-30,2016-10-20 11:00:10
KA01FA1120,288E/1,9987809015,Depot-11,2016-10-20 11:00:10
KA01FA0618,288F/2,9987809135,Depot-11,2016-10-20 11:00:09
KA57F1539,288G/1,9987791158,Depot-26,2016-10-20 11:00:09
KA57F1285,288H/2,9967549981,Depot-30,2016-10-20 11:00:08
KA01FA0929,288H/3,9967472599,Depot-11,2016-10-20 11:00:09
KA01F3299,288H/4,9967556338,Depot-30,2016-10-20 11:00:09
KA53F0162,288H/5,9967552081,Depot-30,2016-10-20 11:00:08
KA01FA0071,289/1,9967461574,Depot-30,2016-10-20 11:00:08
KA01FA2029,289A/1,9967485228,Depot-11,2016-10-20 11:00:09
KA53F0134,289A/2,9967461582,Depot-30,2016-10-20 11:00:09
KA01FA0341,289A/3,9967549920,Depot-30,2016-10-20 11:00:08
KA50F0084,289AB/1,9967491580,Depot-11,2016-10-20 11:00:11
KA53F0221,289B/1,9967549542,Depot-30,2016-10-20 11:00:09
KA01F3981,289C/1,9987809928,Depot-11,2016-10-20 11:00:09
KA01FA0100,289CA/1,9987781452,Depot-30,2016-10-20 11:00:10
KA50F0011,289E/1,9987808966,Depot-11,2016-10-20 11:00:09
KA57F1059,289E/2,123,Depot-11,2016-10-20 11:00:11
KA01FA0863,289F/1,9987782218,Depot-30,2016-10-20 11:00:09
